source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/periods/period_p95_last24h.pdf,35269,c35c6351a22354ad7bf9703c768ebdd3970b99fb5e4a1a68a4edb2b9fe16f23c,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/periods/period_p95_last24h.png,214376,6c1ad43a9d3a198ec1b023ebca9688fb1f422234929fbe9fd686e634956aa6fa,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/periods/periods.csv,819326,f16ba4d0703d4fbd9b2ed4e14c03c2ea76c5da9855e93b5dc72cdc1b13c22b65,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/periods/rolling_p95.csv,89912,289a1f681d0502f6eaf4e3740c264b515dada5cd15eadca038f35cd90148c05c,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/periods/summary.json,2128534,8708e1947ca0c39931a6b6d27cb7fccbc62b9a9bee700cdaa2cbe54a691762ff,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/periods.log,1678,738648ce1030ccd23935bda2235ab6bf4b7c9c0b2623bcf7497f993fe4698beb,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/races.log,578,48e985790a5759adf9f1c7784298de334a2506d1fee398dbf0f1bc27c80fdaff,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/solves/solve_times.csv,1887431,310e092a716e6006b7f59e05a47a9296ade7527b85f1e744454d14a365269504,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/solves/solve_times_last24h.pdf,63550,19b97d1d8340064c9d3be9c368dabcdd94b40075fa6e6b542936273344a1e7f4,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/solves/solve_times_last24h.png,287535,80c7af100d2c6a4c590e7d418aa738a73925e5b7c26824a3a224081ce74b9d8e,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/solves/summary.json,2919302,369f7d005941ed3ec16a2dea6df1e30b7cd36c5a96b179478e2e3a422d427a59,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/solves.log,1092,d8fce9ad4ec882a6fb951c1f8b66bdc79303a1f3b8cf958e4a2da0ba4781f78e,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/completion_full.pdf,48569,badba758b530353cd8f9c44c8c9e928dd4593a1b4f77d812b0d7156e0ce387e3,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/completion_full.png,107039,1bb2f8f20608d2907da803c10e44080253921352375c431022a3b717bc2ab19a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/completion_zoom.pdf,48728,d49bbc14ebbf88323d483b2bbbf3a45a432ab7740660414393a0e85badd90ba6,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/completion_zoom.png,108217,61c0209525dffd876f1b6f4ccbb407c5eb61143ea71c9e0dafb42e2f1b9d443a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/old_periods.pdf,39654,f3bda2479de3fb988b87c304941b789dd6e1320c6d664d2648b3aa7420d35a25,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/parallel_throughput.pdf,110953,e76aba66888a0861789869f797167ec8d644c5654ee5f386d4e35ffc4603e72a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/parallel_throughput.png,108094,02f6bcdf06f37ff155f6d9ad9852de963815bf8477b532b7d06544726808c56b,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/period_p95.pdf,30423,0a5c69ef962711ea2c161f70f9bf610310b19480ed96bc078fc538984bc600fc,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/period_p95.png,157218,349241472164ea148e3101bafcadd4a3e3a7e28a9b868adee1303b4b2cf311a6,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/post_reboot_distribution.pdf,25623,2ea2437409e04c580efaac6e97f0337d21eda4ce500db1d306e224d10470b375,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T201317.953281Z/assets/post_reboot_distribution.png,94271,9960dd915f7ec455cb70a02114747480359332a894094646c440ae9cfef950e1,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
